anon_polygon_id,date,crop_type,primary_ndvi_raw,ndvi_harmonized,selected_source,calibration_supported,is_observed,quality,expected_ndvi,climatology_scale,reference_years,reference_level,q10,q25,q50,q75,q90,residual,robust_z,effective_z,source_switch_risk,confidence,candidate
AOI-0037,2024-04-01,зерновые,0.2552694107909379,0.2552694107909379,s2,True,True,1.0,0.3095941753669964,0.057946578631940734,14,polygon,0.22054368507390593,0.27227719107415793,0.3095941753669964,0.3450731218499428,0.36642383422721847,-0.054324764576058504,-0.9374973615114206,-0.9374973615114206,False,1.0,False
AOI-0037,2024-04-02,зерновые,,,unknown,False,False,0.0,0.31038412667971343,0.057392247622128516,14,polygon,0.22054368507390593,0.2785261472301732,0.31038412667971343,0.34673049181351484,0.3667311553557878,,,,False,0.0,False
AOI-0037,2024-04-03,зерновые,0.2875520926214204,0.2875520926214204,s2,True,True,1.0,0.3162731695587272,0.06083742904904092,14,polygon,0.22048151343535558,0.278451823275145,0.3162731695587272,0.34801004649367595,0.37965962121542773,-0.0287210769373068,-0.472095507424464,-0.472095507424464,False,1.0,False
AOI-0037,2024-04-04,зерновые,,,unknown,False,False,0.0,0.31874334275948596,0.060551372316588144,14,polygon,0.22148960905626208,0.278451823275145,0.31874334275948596,0.348036762599181,0.37965962121542773,,,,False,0.0,False
AOI-0037,2024-04-05,зерновые,,,unknown,False,False,0.0,0.3166769773224111,0.055212189424186146,14,polygon,0.22595040332321237,0.28229536897403634,0.3166769773224111,0.348036762599181,0.37965962121542773,,,,False,0.0,False
AOI-0037,2024-04-06,зерновые,0.3292941938907197,0.3292941938907197,s2,True,True,1.0,0.31676593970730904,0.055405943806954024,14,polygon,0.22544513107587838,0.28139637110223104,0.31676593970730904,0.348036762599181,0.37965962121542773,0.012528254183410636,0.22611751235682787,0.22611751235682787,False,1.0,False
AOI-0037,2024-04-07,зерновые,0.3531981285893585,0.33108658124362206,landsat,True,True,1.0,0.31676998319166305,0.0625266845824971,14,polygon,0.22841953950579524,0.28139637110223104,0.31676998319166305,0.35524049836334815,0.379889926440168,0.014316598051959006,0.22896781026458912,0.22896781026458912,True,0.6,False
AOI-0037,2024-04-08,зерновые,0.3236092463454076,0.3236092463454076,s2,True,True,1.0,0.31331393669039737,0.06242174945047063,14,polygon,0.2309207785643232,0.28013501922748196,0.31331393669039737,0.35524049836334815,0.40065774129258325,0.010295309655010243,0.16493145010585122,0.16493145010585122,True,0.6,False
AOI-0037,2024-04-09,зерновые,,,unknown,False,False,0.0,0.3131694556638885,0.06192509637602384,14,polygon,0.2309207785643232,0.28016067555945146,0.3131694556638885,0.3546360258033689,0.3954619403117736,,,,False,0.0,False
AOI-0037,2024-04-10,зерновые,,,unknown,False,False,0.0,0.3131694556638885,0.06191969707325594,14,polygon,0.2309417012870212,0.28025602874599553,0.3131694556638885,0.35474148949692713,0.40065774129258325,,,,False,0.0,False
AOI-0037,2024-04-11,зерновые,0.3709162215580003,0.3709162215580003,s2,True,True,1.0,0.31195628332104874,0.06191969707325594,14,polygon,0.23097037457526037,0.2802685083987278,0.31195628332104874,0.3548298313145569,0.40065774129258325,0.05895993823695156,0.952200043343191,0.952200043343191,False,1.0,False
AOI-0037,2024-04-12,зерновые,,,unknown,False,False,0.0,0.31364189536206055,0.06316959467296553,14,polygon,0.23143897980402997,0.2805025117852559,0.31364189536206055,0.35752035441763286,0.4038146441609634,,,,False,0.0,False
AOI-0037,2024-04-13,зерновые,0.3840474906262703,0.3840474906262703,s2,True,True,1.0,0.31675027847637865,0.06570163409055131,14,polygon,0.25122192910164487,0.2952820380571818,0.31675027847637865,0.37714947412040534,0.42505059968797587,0.06729721214989165,1.024285211188831,1.024285211188831,False,1.0,False
AOI-0037,2024-04-14,зерновые,,,unknown,False,False,0.0,0.3223580823550958,0.06299786628030479,14,polygon,0.2528040038483878,0.3017063036275472,0.3223580823550958,0.39467365822732214,0.4261333715618875,,,,False,0.0,False
AOI-0037,2024-04-15,зерновые,,,unknown,False,False,0.0,0.32287579044933534,0.06428671838382587,14,polygon,0.2554648387227756,0.3032666066349439,0.32287579044933534,0.4160899204105325,0.44316023527341863,,,,False,0.0,False
AOI-0037,2024-04-16,зерновые,0.4200762401471067,0.4200762401471067,s2,True,True,1.0,0.3366371840712305,0.06375963600532442,14,polygon,0.2528503271353987,0.3042787561278925,0.3366371840712305,0.42220215864731114,0.44844397139429465,0.0834390560758762,1.3086501320193924,1.3086501320193924,False,1.0,False
AOI-0037,2024-04-17,зерновые,,,unknown,False,False,0.0,0.34980998050121626,0.08082175382480092,14,polygon,0.25351978487713395,0.30602597383554836,0.34980998050121626,0.4293182377103638,0.45720981118688536,,,,False,0.0,False
AOI-0037,2024-04-18,зерновые,0.4872462726020682,0.4872462726020682,s2,True,True,1.0,0.3698452227215527,0.09290334931932323,14,polygon,0.26843312283525816,0.3274451727788618,0.3698452227215527,0.43507948879083846,0.4722509543196368,0.11740104988051553,1.2636901763034387,1.2636901763034387,False,1.0,False
AOI-0037,2024-04-19,зерновые,,,unknown,False,False,0.0,0.38748463380844944,0.08218025453128902,14,polygon,0.3010547052811412,0.33255300336583343,0.38748463380844944,0.4464839248986219,0.4741208538599585,,,,False,0.0,False
AOI-0037,2024-04-20,зерновые,,,unknown,False,False,0.0,0.3899752127950387,0.0881513912104912,14,polygon,0.30044940885279664,0.3367092972946106,0.3899752127950387,0.44727185260723995,0.4817335946950924,,,,False,0.0,False
