anon_polygon_id,date,crop_type,primary_ndvi_raw,ndvi_harmonized,selected_source,calibration_supported,is_observed,quality,expected_ndvi,climatology_scale,reference_years,reference_level,q10,q25,q50,q75,q90,residual,robust_z,effective_z,source_switch_risk,confidence,candidate
AOI-0019,2024-04-01,подсолнечник,,,unknown,False,False,0.0,0.2708346074874622,0.11223843763253798,14,polygon,0.18957041942278663,0.24682981684643912,0.2708346074874622,0.4193447541630908,0.5031238889837415,,,,False,0.0,False
AOI-0019,2024-04-02,подсолнечник,,,unknown,False,False,0.0,0.271218667670557,0.11222923409311285,14,polygon,0.18957041942278663,0.24681727077623644,0.271218667670557,0.41934417914666,0.5050360508953804,,,,False,0.0,False
AOI-0019,2024-04-03,подсолнечник,,,unknown,False,False,0.0,0.27450464001778785,0.11386346625931607,14,polygon,0.19079968893788277,0.24838646417057642,0.27450464001778785,0.4193180380575858,0.5050360508953804,,,,False,0.0,False
AOI-0019,2024-04-04,подсолнечник,0.6495047488800167,0.6495047488800167,s2,True,True,1.0,0.2744590581117465,0.11705461734997666,14,polygon,0.18950824778423625,0.24864965036574263,0.2744590581117465,0.4193447541630908,0.5050360508953804,0.37504569076827027,3.204023038637912,3.204023038637912,False,1.0,False
AOI-0019,2024-04-05,подсолнечник,0.641258479497305,0.6076616257861858,landsat,True,True,1.0,0.27450464001778785,0.11285305661460532,14,polygon,0.19335655633650992,0.25162311204834603,0.27450464001778785,0.43922188287419256,0.5147683507840684,0.3331569857683979,2.9521308129573613,2.9521308129573613,True,0.6,False
AOI-0019,2024-04-06,подсолнечник,0.6357077182729116,0.6357077182729116,s2,True,True,1.0,0.29662787421028375,0.10435972123444,14,polygon,0.2164505089090126,0.2562562307418971,0.29662787421028375,0.43922188287419256,0.5147683507840684,0.33907984406262787,3.249144785476174,3.249144785476174,True,0.6,False
AOI-0019,2024-04-07,подсолнечник,,,unknown,False,False,0.0,0.29662787421028375,0.10435972123444,14,polygon,0.2164505089090126,0.2560905912676853,0.29662787421028375,0.4422459434023494,0.5125371499217375,,,,False,0.0,False
AOI-0019,2024-04-08,подсолнечник,,,unknown,False,False,0.0,0.3050239837225684,0.11683835223704953,14,polygon,0.2164505089090126,0.25635004043773435,0.3050239837225684,0.45585864630353634,0.5148849891246792,,,,False,0.0,False
AOI-0019,2024-04-09,подсолнечник,0.6886373623147687,0.6886373623147687,s2,True,True,1.0,0.3026113366735212,0.11326136172213216,14,polygon,0.2164505089090126,0.25637569676970384,0.3026113366735212,0.45585864630353634,0.5148849891246792,0.3860260256412475,3.40827639516023,3.40827639516023,False,1.0,False
AOI-0019,2024-04-10,подсолнечник,,,unknown,False,False,0.0,0.3026113366735212,0.11316711463255195,14,polygon,0.21647143163171062,0.2564710499562479,0.3026113366735212,0.45585864630353634,0.5148849891246792,,,,False,0.0,False
AOI-0019,2024-04-11,подсолнечник,0.7019542262050081,0.7019542262050081,s2,True,True,1.0,0.3099606992964201,0.15023987440544465,14,polygon,0.2162869661760323,0.2564835296089802,0.3099606992964201,0.45594698812116613,0.5148849891246792,0.391993526908588,2.609117775556276,2.609117775556276,False,1.0,False
AOI-0019,2024-04-12,подсолнечник,,,unknown,False,False,0.0,0.3204294995451621,0.17624390218792738,14,polygon,0.21790033536705825,0.26414679033425714,0.3204294995451621,0.47987953723698573,0.5271541644652139,,,,False,0.0,False
AOI-0019,2024-04-13,подсолнечник,0.7590211824385054,0.7263848459963631,landsat,True,True,1.0,0.38539047375030866,0.165531245175612,14,polygon,0.23666350103848957,0.29265828129986615,0.38539047375030866,0.5116933358692035,0.5390356922208382,0.34099437224605444,2.060000043401436,2.060000043401436,True,0.6,False
AOI-0019,2024-04-14,подсолнечник,0.7449921507807942,0.7449921507807942,s2,True,True,1.0,0.3962535957862106,0.17527269132048928,14,polygon,0.23669389399244928,0.2927413075271744,0.3962535957862106,0.5216062533003427,0.5435080635337016,0.34873855499458356,1.989691333927821,1.989691333927821,True,0.6,False
AOI-0019,2024-04-15,подсолнечник,,,unknown,False,False,0.0,0.44842410721323367,0.14207374551914265,14,polygon,0.23730372873435754,0.30121918439464523,0.44842410721323367,0.5296141524585471,0.5518304249147749,,,,False,0.0,False
AOI-0019,2024-04-16,подсолнечник,,,unknown,False,False,0.0,0.4492718961641828,0.15586512193542576,14,polygon,0.23377047145963809,0.301402731319875,0.4492718961641828,0.5416723400548715,0.5623529898895259,,,,False,0.0,False
AOI-0019,2024-04-17,подсолнечник,,,unknown,False,False,0.0,0.4737240067278489,0.1748577534511204,14,polygon,0.25425734537054184,0.30884080191385105,0.4737240067278489,0.5445366616398234,0.6118351882809415,,,,False,0.0,False
AOI-0019,2024-04-18,подсолнечник,,,unknown,False,False,0.0,0.5049657732065993,0.14363790621180678,14,polygon,0.2407704478321137,0.308694020626329,0.5049657732065993,0.5568591456868971,0.6134905998300522,,,,False,0.0,False
AOI-0019,2024-04-19,подсолнечник,,,unknown,False,False,0.0,0.5049433213214019,0.1526209087028931,14,polygon,0.26018297741420277,0.32631244953432,0.5049433213214019,0.5612002607187954,0.6258073586575416,,,,False,0.0,False
AOI-0019,2024-04-20,подсолнечник,,,unknown,False,False,0.0,0.5108807495204447,0.14638107151403548,14,polygon,0.2604821957318953,0.348395463809194,0.5108807495204447,0.5612273672544265,0.6258498727711103,,,,False,0.0,False
AOI-0019,2024-04-21,подсолнечник,,,unknown,False,False,0.0,0.5329400214592033,0.12069681845332286,14,polygon,0.2612899168027678,0.36202298034240393,0.5329400214592033,0.5677911999718467,0.6283526804096481,,,,False,0.0,False
AOI-0019,2024-04-22,подсолнечник,0.8590375973668095,0.8272170327379871,landsat,True,True,1.0,0.5343165155816924,0.08804338181898971,14,polygon,0.26288090580518997,0.378675334410561,0.5343165155816924,0.5634260107456622,0.6282169465518899,0.2929005171562947,3.3267749500862567,3.3267749500862567,True,0.6,False
AOI-0019,2024-04-23,подсолнечник,,,unknown,False,False,0.0,0.5299673954790597,0.08811302283777611,14,polygon,0.2642583863976487,0.37896934993486475,0.5299673954790597,0.5634874703727095,0.628229314901434,,,,False,0.0,False
AOI-0019,2024-04-24,подсолнечник,,,unknown,False,False,0.0,0.5345079504661778,0.11981027190344803,14,polygon,0.2687097513628055,0.3819307035520372,0.5345079504661778,0.5738064045654196,0.6471968133986091,,,,False,0.0,False
AOI-0019,2024-04-25,подсолнечник,,,unknown,False,False,0.0,0.5380979319762237,0.11988793984613386,14,polygon,0.2921392985235812,0.38618557437733075,0.5380979319762237,0.5743930237722,0.6472334637017322,,,,False,0.0,False
AOI-0019,2024-04-26,подсолнечник,0.5588023298911923,0.5588023298911923,s2,True,True,1.0,0.5431548626797523,0.10982987951572401,14,polygon,0.3028621137246597,0.3904895519557869,0.5431548626797523,0.5824632989270399,0.647733291245214,0.015647467211439947,0.14247003894053936,0.14247003894053936,True,0.6,False
AOI-0019,2024-04-27,подсолнечник,,,unknown,False,False,0.0,0.5434170233802248,0.11136938101948786,14,polygon,0.3028621137246597,0.3904895519557869,0.5434170233802248,0.5870916126776673,0.6478782825492302,,,,False,0.0,False
AOI-0019,2024-04-28,подсолнечник,,,unknown,False,False,0.0,0.5576205716142566,0.10225951982452633,14,polygon,0.3063795181644552,0.41533828972667863,0.5576205716142566,0.5943663390891203,0.6463362883381951,,,,False,0.0,False
AOI-0019,2024-04-29,подсолнечник,0.7338642103245044,0.7010226840765309,landsat,True,True,1.0,0.5735534451280073,0.11943741369785654,14,polygon,0.321652327180214,0.43883930474554567,0.5735534451280073,0.6149859551885166,0.6928212494780464,0.12746923894852358,1.0672471464509883,1.0672471464509883,True,0.6,False
AOI-0019,2024-04-30,подсолнечник,,,unknown,False,False,0.0,0.5772096829941452,0.14090155995647108,14,polygon,0.33469996799802215,0.4317900577617358,0.5772096829941452,0.6071249621321397,0.7004588396345495,,,,False,0.0,False
AOI-0019,2024-05-01,подсолнечник,,,unknown,False,False,0.0,0.5772250406971482,0.1444133261856418,14,polygon,0.33480817943260577,0.4318143119513628,0.5772250406971482,0.6151887370113347,0.7017670975268071,,,,False,0.0,False
AOI-0019,2024-05-02,подсолнечник,,,unknown,False,False,0.0,0.5819804704766902,0.12590730967327812,14,polygon,0.3402786297458556,0.44165248914383065,0.5819804704766902,0.6284621412246827,0.6972401555085891,,,,False,0.0,False
AOI-0019,2024-05-03,подсолнечник,,,unknown,False,False,0.0,0.5813087798412784,0.14029791797589247,14,polygon,0.34506215129906365,0.44979131786369725,0.5813087798412784,0.6500268099481036,0.7006313280626273,,,,False,0.0,False
AOI-0019,2024-05-04,подсолнечник,0.8909079217161903,0.8909079217161903,s2,True,True,1.0,0.5749398841164656,0.15244237612551464,14,polygon,0.3841834257265485,0.46370939507992154,0.5749398841164656,0.6533395473889441,0.7027691269901687,0.3159680375997247,2.0727047533001577,2.0727047533001577,True,0.6,False
AOI-0019,2024-05-05,подсолнечник,,,unknown,False,False,0.0,0.5884718329686808,0.13333350506892475,14,polygon,0.39760867631710406,0.4868068839027448,0.5884718329686808,0.6647495218071748,0.7038071846315553,,,,False,0.0,False
AOI-0019,2024-05-06,подсолнечник,0.8776006358509413,0.8776006358509413,s2,True,True,1.0,0.5896234352255314,0.1369156002005964,14,polygon,0.4073385340953948,0.48777274109235336,0.5896234352255314,0.6649720982851498,0.7226371729165854,0.2879772006254099,2.1033191265530857,2.1033191265530857,False,1.0,False
AOI-0019,2024-05-07,подсолнечник,0.8861866186693617,0.8545874917550755,landsat,True,True,1.0,0.6105870930424867,0.12329808891217367,14,polygon,0.4188673311291521,0.509510979747825,0.6105870930424867,0.6697205953565519,0.7282222295917977,0.24400039871258883,1.9789471261504505,1.9789471261504505,True,0.6,False
AOI-0019,2024-05-08,подсолнечник,0.9032457878733684,0.8842187059543729,modis,True,True,1.0,0.6182331795229846,0.15066366462464897,14,polygon,0.41652610907990817,0.5105209050553453,0.6182331795229846,0.6945022210770275,0.7634837227848766,0.2659855264313883,1.7654258383668198,1.7654258383668198,True,0.6,False
AOI-0019,2024-05-09,подсолнечник,0.826639135148631,0.826639135148631,s2,True,True,1.0,0.6183126050865895,0.15099212966431522,14,polygon,0.4165363330089079,0.510562569803827,0.6183126050865895,0.6950361326251756,0.7634837227848766,0.2083265300620415,1.379717807313479,1.379717807313479,True,0.6,False
AOI-0019,2024-05-10,подсолнечник,,,unknown,False,False,0.0,0.6181683571125804,0.1284068407919935,14,polygon,0.4346145418817263,0.5341224453682406,0.6181683571125804,0.6950771353927302,0.795035836887322,,,,False,0.0,False
AOI-0019,2024-05-11,подсолнечник,,,unknown,False,False,0.0,0.6367150477313953,0.1068379829283337,14,polygon,0.44880667104515415,0.5564878825872557,0.6367150477313953,0.6968322039583085,0.7983235036266374,,,,False,0.0,False
AOI-0019,2024-05-12,подсолнечник,,,unknown,False,False,0.0,0.6502797820288196,0.12721472262435857,14,polygon,0.449219487663852,0.5580842387969936,0.6502797820288196,0.7174696272408824,0.7985288974442911,,,,False,0.0,False
AOI-0019,2024-05-13,подсолнечник,,,unknown,False,False,0.0,0.6668005131189787,0.15760676725558315,14,polygon,0.46502229967379294,0.5408008897868701,0.6668005131189787,0.7174696272408824,0.8020661070510369,,,,False,0.0,False
AOI-0019,2024-05-14,подсолнечник,,,unknown,False,False,0.0,0.6656131770973045,0.17061391740233833,14,polygon,0.46655142410517486,0.540327966333361,0.6656131770973045,0.7350677323056781,0.802185063920005,,,,False,0.0,False
AOI-0019,2024-05-15,подсолнечник,,,unknown,False,False,0.0,0.6935493571187681,0.16486960398859796,14,polygon,0.4779241106941096,0.5540803548936719,0.6935493571187681,0.7356390773940662,0.8226353158537156,,,,False,0.0,False
AOI-0019,2024-05-16,подсолнечник,,,unknown,False,False,0.0,0.6939520213889392,0.16520173427449347,14,polygon,0.4971019401295167,0.5691581660432496,0.6939520213889392,0.7360245120272653,0.8240636727036371,,,,False,0.0,False
AOI-0019,2024-05-17,подсолнечник,,,unknown,False,False,0.0,0.6975565015030071,0.17978908581400121,14,polygon,0.4977349063293927,0.5802602010974967,0.6975565015030071,0.7402748891536296,0.8250134336340469,,,,False,0.0,False
AOI-0019,2024-05-18,подсолнечник,,,unknown,False,False,0.0,0.6794539056320404,0.15692773567004648,14,polygon,0.4977349063293927,0.5801480873693895,0.6794539056320404,0.7419061021043791,0.8256870827824411,,,,False,0.0,False
AOI-0019,2024-05-19,подсолнечник,,,unknown,False,False,0.0,0.6798751768138491,0.14999231647816033,14,polygon,0.5071255492643134,0.5804407976304019,0.6798751768138491,0.755123262444819,0.8263794784410037,,,,False,0.0,False
AOI-0019,2024-05-20,подсолнечник,,,unknown,False,False,0.0,0.6857570391392932,0.16255283596498965,14,polygon,0.48313889616895267,0.5554259666216262,0.6857570391392932,0.7721747780028005,0.8352014829063292,,,,False,0.0,False
AOI-0019,2024-05-21,подсолнечник,0.8436938440688364,0.8436938440688364,s2,True,True,1.0,0.7077633747599615,0.15566560089293563,14,polygon,0.4967010826732277,0.5606409805204736,0.7077633747599615,0.7728829116615067,0.8352534144972344,0.13593046930887487,0.8732209847849797,0.8732209847849797,False,1.0,False
AOI-0019,2024-05-22,подсолнечник,,,unknown,False,False,0.0,0.7078893082901699,0.15039908639882904,14,polygon,0.4967010826732277,0.5692219266997867,0.7078893082901699,0.7729865793930448,0.8354681570971972,,,,False,0.0,False
AOI-0019,2024-05-23,подсолнечник,0.8763394777213984,0.8446600337908217,landsat,True,True,1.0,0.7078852916930345,0.1527551857763174,14,polygon,0.5182112189026374,0.5971077194576194,0.7078852916930345,0.7948552193422666,0.8384217115407429,0.13677474209778717,0.8953852623901705,0.8953852623901705,True,0.6,False
AOI-0019,2024-05-24,подсолнечник,0.8328519557679859,0.8328519557679859,s2,True,True,1.0,0.6841677042393479,0.18221145675532135,14,polygon,0.5182112189026374,0.5693459983536232,0.6841677042393479,0.7975051747583184,0.8385845225498005,0.14868425152863796,0.8159983690174616,0.8159983690174616,True,0.6,False
AOI-0019,2024-05-25,подсолнечник,,,unknown,False,False,0.0,0.6841594168472327,0.18152525294517716,14,polygon,0.5183814420999826,0.5692872573006247,0.6841594168472327,0.7969952540787003,0.8383429141200179,,,,False,0.0,False
AOI-0019,2024-05-26,подсолнечник,,,unknown,False,False,0.0,0.6704354292978442,0.17587266280799396,14,polygon,0.5287717403719775,0.5739332134314804,0.6704354292978442,0.7965128937431062,0.8388162890281032,,,,False,0.0,False
AOI-0019,2024-05-27,подсолнечник,,,unknown,False,False,0.0,0.6609498899556677,0.1528111432241569,14,polygon,0.506347740399919,0.5697588632683033,0.6609498899556677,0.7952657975956493,0.8312157440220298,,,,False,0.0,False
AOI-0019,2024-05-28,подсолнечник,,,unknown,False,False,0.0,0.686107133716516,0.1730090451636424,14,polygon,0.504840235308526,0.5706689693390246,0.686107133716516,0.7954105295845687,0.8310774171335272,,,,False,0.0,False
