anon_polygon_id,date,p_s2,p_landsat,p_modis,p_unknown,left_distance_days,right_distance_days,model_disagreement,fallback_reason,context_quality,source_confidence,quality_flags,interval_status,interval_level,harmonization_status
AOI-0001,2010-08-29,0.016491947345873892,0.5437307310508138,0.4397773216033123,0.0,7.0,1.0,0.024564848367566672,,0.9375,0.5437307310508138,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2010-10-25,0.0011966878513724843,0.9947738781149345,0.004029434033692978,0.0,1.0,159.0,0.009460267202721376,,0.9375,0.9947738781149345,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2011-06-13,0.0025310162991848757,0.9974689837008153,0.0,0.0,3.0,1.0,0.01485119832477777,,0.9375,0.9974689837008153,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2011-09-18,0.0029234782608488085,0.9970765217391512,0.0,0.0,1.0,7.0,0.02289934397614321,,0.9375,0.9970765217391512,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2011-09-26,0.0026026091874924505,0.9973973908125076,0.0,0.0,1.0,20.0,0.02796867832187913,,0.9375,0.9973973908125076,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2011-09-30,0.045275008076290105,0.12118097063630767,0.8335440212874025,0.0,5.0,16.0,0.009735387891471853,,0.75,0.8335440212874025,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2012-05-24,0.05689680644764922,0.2157750357418053,0.7273281578105457,0.0,2.0,7.0,0.0005370363473494733,,0.8823529411764706,0.7273281578105457,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2012-07-09,0.0007739381657702115,0.9992260618342299,0.0,0.0,14.0,16.0,0.03488399034871928,,0.5172413793103449,0.9992260618342299,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2012-07-11,0.03902508474280473,0.14434382855912062,0.8166310866980748,0.0,16.0,14.0,0.012596520627981916,,0.5172413793103449,0.8166310866980748,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2012-08-10,0.07661780712390669,0.8971169656717979,0.026265227204295187,0.0,14.0,16.0,0.030514470934080468,,0.5172413793103449,0.8971169656717979,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2012-08-12,0.017838708611418896,0.4080412589318113,0.5741200324567699,0.0,16.0,14.0,0.008665914869552122,,0.5172413793103449,0.5741200324567699,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2012-10-15,0.018195725559845173,0.34823421547855304,0.633570058961602,0.0,2.0,174.0,0.08171298307378366,,0.8823529411764706,0.633570058961602,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
AOI-0001,2013-05-01,0.0022112676914901497,0.9964682266477493,0.001320505660760522,0.0,8.0,1.0,0.0066574308337568056,,0.9375,0.9964682266477493,"[""unseen_polygon"", ""interval_not_coverage_certified""]",empirical_oof_not_certified,0.95,source_mixture_affine
