anon_polygon_id,date,y_true,source,crop_type,year,month,seen_polygon,left_days,right_days,gap_length,gap_position,left_distance_bin,right_distance_bin,p_s2,p_landsat,p_modis,p_unknown,context_quality,left_days_1,right_days_1,mode,repeat,fold,seed,pred_nearest_left,error_nearest_left,pred_nearest_right,error_nearest_right,pred_mean_neighbors,error_mean_neighbors,pred_linear,error_linear,pred_seasonal_crop,error_seasonal_crop,pred_pchip,error_pchip,pred_akima,error_akima,split,is_unseen,is_hard,primary_ndvi_pred,base_pred
AOI-0002,2010-05-09,0.4627914558472554,modis,озимая пшеница,2010,5,False,7.0,16.0,1,0,0-7,16-30,0.013144772676802,0.1422621147985215,0.8392739635885064,0.0053191489361702,0.6818181818181818,7.0,16.0,A,1,r1_f0,29,0.2066143310070609,-0.2561771248401945,0.723858233890215,0.2610667780429596,0.4652362824486379,0.0024448266013825,0.3640363884062818,-0.0987550674409736,0.5946388596701155,0.1318474038228601,0.321184259359991,-0.1416071964872644,0.291404744698357,-0.1713867111488984,matched,True,False,0.4540121853351593,0.3657577931880951
AOI-0002,2010-06-10,0.5902381363916688,landsat,озимая пшеница,2010,6,False,8.0,16.0,3,0,8-15,16-30,0.0143675422281324,0.4578213812914072,0.5219971229920882,0.005813953488372,0.6521739130434783,8.0,16.0,A,1,r1_f0,29,0.5478608197730342,-0.0423773166186345,0.653216420047733,0.0629782836560641,0.6005386199103836,0.0103004835187148,0.5829793531979338,-0.0072587831937349,0.652462346577163,0.0622242101854941,0.5662132027914712,-0.0240249336001975,0.5784468762969143,-0.0117912600947545,matched,True,False,0.6342207193374634,0.5878066420555115
AOI-0002,2010-06-11,0.6270346375358459,landsat,озимая пшеница,2010,6,False,9.0,15.0,3,1,8-15,8-15,0.0257418464920706,0.8619299748137713,0.1019115120274914,0.0104166666666666,0.625,9.0,15.0,A,1,r1_f0,29,0.5478608197730342,-0.0791738177628116,0.653216420047733,0.026181782511887,0.6005386199103836,-0.0264960176254622,0.5873691698760463,-0.0396654676597996,0.652462346577163,0.025427709041317,0.5705623293139261,-0.0564723082219197,0.5825063079044989,-0.044528329631347,matched,True,False,0.6407688856124878,0.5948939919471741
AOI-0002,2010-06-19,0.6652587572733183,landsat,озимая пшеница,2010,6,False,17.0,7.0,3,2,16-30,0-7,0.0280820143549861,0.8493781543422959,0.1111761949390815,0.0113636363636363,0.6818181818181818,17.0,7.0,A,1,r1_f0,29,0.5478608197730342,-0.117397937500284,0.653216420047733,-0.0120423372255853,0.6005386199103836,-0.0647201373629347,0.6224877033009458,-0.0427710539723724,0.5677204955689092,-0.097538261704409,0.6138516784895245,-0.0514070787837938,0.6176192952780029,-0.0476394619953154,matched,True,False,0.6529596447944641,0.6316626667976379
AOI-0002,2011-06-06,0.5982208904894373,landsat,озимая пшеница,2011,6,False,1.0,7.0,2,0,0-7,0-7,0.019929171477732,0.8608490127590487,0.1111572996341869,0.0080645161290322,0.9375,1.0,7.0,A,1,r1_f0,29,0.6012121335501064,0.0029912430606691,0.5786202180529152,-0.019600672436522,0.5899161758015108,-0.0083047146879264,0.5983881441129575,0.0001672536235202,0.652462346577163,0.0542414560877256,0.6002413871810864,0.0020204966916491,0.6021310828701234,0.0039101923806861,matched,True,False,0.6175125241279602,0.603015124797821
AOI-0002,2011-06-10,0.7308189021479716,modis,озимая пшеница,2011,6,False,5.0,3.0,2,1,0-7,0-7,0.0128709232460353,0.1601316540735523,0.8217890893470791,0.0052083333333333,0.8333333333333334,5.0,3.0,A,1,r1_f0,29,0.6012121335501064,-0.1296067685978652,0.5786202180529152,-0.1521986840950564,0.5899161758015108,-0.1409027263464608,0.5870921863643619,-0.1437267157836097,0.652462346577163,-0.0783565555708086,0.5857684413156983,-0.1450504608322733,0.5824740393645996,-0.148344862783372,matched,True,False,0.7608479261398315,0.5818591117858887
AOI-0002,2011-10-16,0.5119705489260143,modis,озимая пшеница,2011,10,False,5.0,11.0,1,0,0-7,8-15,0.0134305286045585,0.123615639033272,0.8575190497534738,0.0054347826086956,0.75,5.0,11.0,A,1,r1_f0,29,0.2771737549845163,-0.234796793941498,0.3921086285375806,-0.1198619203884337,0.3346411917610484,-0.1773293571649659,0.3130909029698488,-0.1988796459561654,0.2705932423958803,-0.241377306530134,0.3038310132548804,-0.2081395356711339,0.3073440985189038,-0.2046264504071105,matched,True,False,0.36653193831443787,0.29779934883117676
AOI-0002,2012-08-10,0.1877065933019892,landsat,озимая пшеница,2012,8,False,14.0,2.0,1,0,8-15,0-7,0.0441288797006924,0.6204513853950365,0.3175625920471281,0.0178571428571428,0.8823529411764706,14.0,2.0,A,1,r1_f0,29,0.3528005727923628,0.1650939794903736,0.4029628639618139,0.2152562706598247,0.3778817183770884,0.1901751250750992,0.3966925775656325,0.2089859842636433,0.347940760363303,0.1602341670613138,0.4025022975705464,0.2147957042685572,0.4085818011608801,0.2208752078588909,matched,True,False,0.2719230055809021,0.39128273725509644
AOI-0002,2013-05-01,0.4399945649523626,landsat,озимая пшеница,2013,5,False,8.0,1.0,1,0,8-15,0-7,0.0247121726323877,0.8274527758212205,0.1378350515463917,0.01,0.9375,8.0,1.0,A,1,r1_f0,29,0.5993750357995229,0.1593804708471602,0.4502673920476137,0.010272827095251,0.5248212139235683,0.0848266489712056,0.466834908020048,0.0268403430676854,0.5946388596701155,0.1546442947177529,0.4611756640329614,0.0211810990805987,0.4624162555939043,0.0224216906415417,matched,True,False,0.4140670895576477,0.47144851088523865
AOI-0002,2014-04-18,0.6004958889335346,landsat,озимая пшеница,2014,4,False,8.0,5.0,1,0,8-15,0-7,0.0247121726323877,0.8274527758212205,0.1378350515463917,0.01,0.75,8.0,5.0,A,1,r1_f0,29,0.4627493203134062,-0.1377465686201283,0.797152696897375,0.1966568079638404,0.6299510086053905,0.0294551196718559,0.6685360135958486,0.068040124662314,0.4831416611660065,-0.117354227767528,0.686801104715592,0.0863052157820574,0.6908930695009605,0.0903971805674259,matched,True,False,0.5618183612823486,0.6803412437438965
AOI-0002,2014-06-29,0.2400609819138658,landsat,озимая пшеница,2014,6,False,3.0,13.0,1,0,0-7,8-15,0.0220644398503462,0.8102256926975182,0.158781296023564,0.0089285714285714,0.8333333333333334,3.0,13.0,A,1,r1_f0,29,0.3796027684964201,0.1395417865825543,0.3320909307875896,0.0920299488737238,0.3558468496420048,0.115785867728139,0.3706942989260143,0.1306333170121485,0.5677204955689092,0.3276595136550434,0.377118528874337,0.1370575469604712,0.3720496144939235,0.1319886325800577,matched,True,False,0.34687480330467224,0.3735097050666809
AOI-0002,2014-08-09,0.155063463737059,landsat,озимая пшеница,2014,8,False,1.0,4.0,1,0,0-7,0-7,0.0220644398503462,0.8102256926975182,0.158781296023564,0.0089285714285714,0.9375,1.0,4.0,A,1,r1_f0,29,0.2168829996440694,0.0618195359070103,0.2460266348448687,0.0909631711078096,0.231454817244469,0.07639135350741,0.2227117266842292,0.0676482629471702,0.347940760363303,0.192877296626244,0.2232851862690759,0.0682217225320169,0.2225576955707456,0.0674942318336866,matched,True,False,0.1651342660188675,0.22529824078083038
AOI-0002,2015-04-13,0.310653538839676,landsat,озимая пшеница,2015,4,False,6.0,10.0,2,0,0-7,8-15,0.0308902157904847,0.7843159697765256,0.1722938144329897,0.0125,0.7142857142857143,6.0,10.0,A,1,r1_f0,29,0.3872955131264917,0.0766419742868156,0.5695454892601433,0.2588919504204672,0.4784205011933174,0.1677669623536414,0.455639254176611,0.144985715336935,0.3562048532240808,0.0455513143844047,0.4190062389722729,0.1083527001325969,0.4053098570172688,0.0946563181775928,matched,True,False,0.40517789125442505,0.4683307111263275
AOI-0002,2015-04-14,0.3681959324376253,landsat,озимая пшеница,2015,4,False,7.0,9.0,2,1,0-7,8-15,0.0247121726323877,0.8274527758212205,0.1378350515463917,0.01,0.6818181818181818,7.0,9.0,A,1,r1_f0,29,0.3872955131264917,0.0190995806888664,0.5695454892601433,0.2013495568225179,0.4784205011933174,0.1102245687556922,0.4670298776849642,0.0988339452473389,0.3562048532240808,-0.0119910792135444,0.4296295307370069,0.0614335982993816,0.4163021622702237,0.0481062298325984,matched,True,False,0.38977527618408203,0.48185235261917114
AOI-0002,2015-08-28,0.2601977162523434,landsat,озимая пшеница,2015,8,False,1.0,1.0,1,0,0-7,0-7,0.0228816413262849,0.8402340516863153,0.1276250477281405,0.0092592592592592,0.9375,1.0,1.0,A,1,r1_f0,29,0.2740012641051988,0.0138035478528554,0.3406297374701671,0.0804320212178237,0.307315500787683,0.0471177845353396,0.307315500787683,0.0471177845353396,0.2737635018641611,0.0135657856118177,0.307315500787683,0.0471177845353396,0.3129030306360827,0.0527053143837393,matched,True,False,0.2669488191604614,0.30844399333000183
AOI-0002,2016-10-17,0.1956342904444516,landsat,озимая пшеница,2016,10,False,2.0,166.0,2,0,0-7,31+,0.0280820143549861,0.8493781543422959,0.1111761949390815,0.0113636363636363,0.8823529411764706,2.0,166.0,A,1,r1_f0,29,0.3204514558472554,0.1248171654028037,0.1761202318750104,-0.0195140585694411,0.2482858438611329,0.0526515534166812,0.3187332269904429,0.1230989365459913,0.2705932423958803,0.0749589519514287,0.3178633234504835,0.1222290330060319,0.3181150413543887,0.1224807509099371,matched,True,False,0.22007960081100464,0.32192155718803406
AOI-0002,2016-10-24,0.2030586514982494,landsat,озимая пшеница,2016,10,False,9.0,159.0,2,1,8-15,31+,0.0343224619894274,0.8159066330850284,0.1358820160366552,0.0138888888888888,0.625,9.0,159.0,A,1,r1_f0,29,0.3204514558472554,0.1173928043490059,0.1761202318750104,-0.0269384196232389,0.2482858438611329,0.0452271923628835,0.3127194259915993,0.1096607744933499,0.2705932423958803,0.0675345908976309,0.3095618097684124,0.106503158270163,0.3101765520695262,0.1071179005712768,matched,True,False,0.22647851705551147,0.3387816548347473
