anon_polygon_id,date,primary_ndvi_pred,lower_empirical90,upper_empirical90
AOI-0005,2010-05-02,0.2437635068,0.162502545766233,0.32502446783376704
AOI-0005,2010-07-28,0.2857546526,0.20449369156623298,0.367015613633767
AOI-0005,2010-08-05,0.2229307617,0.141669800666233,0.30419172273376704
AOI-0005,2010-08-29,0.2689200458,0.187659084766233,0.350181006833767
AOI-0005,2010-08-30,0.2307456038,0.149484642766233,0.312006564833767
AOI-0005,2010-09-06,0.2206534305,0.139392469466233,0.301914391533767
AOI-0005,2011-04-02,0.2770829247,0.195821963666233,0.358343885733767
AOI-0005,2011-06-06,0.7730679667,0.691807005666233,0.854328927733767
AOI-0005,2011-06-26,0.5534964197,0.47223545866623295,0.634757380733767
AOI-0005,2011-09-02,0.4085613322,0.327300371166233,0.489822293233767
AOI-0005,2012-04-04,0.166438139,0.085177177966233,0.24769910003376702
AOI-0005,2012-04-29,0.5421108766,0.460849915566233,0.623371837633767
AOI-0005,2012-05-06,0.5853470506,0.504086089566233,0.666608011633767
AOI-0005,2012-05-31,0.7969687556,0.715707794566233,0.878229716633767
AOI-0005,2012-08-10,0.1816732425,0.10041228146623299,0.262934203533767
AOI-0005,2012-08-12,0.2832817815,0.202020820466233,0.364542742533767
AOI-0005,2013-06-26,0.3649664887,0.28370552766623297,0.446227449733767
AOI-0005,2013-07-12,0.3135304136,0.232269452566233,0.394791374633767
AOI-0005,2013-08-21,0.432488827,0.351227865966233,0.513749788033767
AOI-0005,2013-08-29,0.4522754485,0.371014487466233,0.533536409533767
AOI-0005,2014-04-18,0.3820744353,0.300813474266233,0.463335396333767
AOI-0005,2014-04-27,0.5386126546,0.45735169356623295,0.619873615633767
AOI-0005,2014-05-04,0.6499624503,0.568701489266233,0.731223411333767
AOI-0005,2014-05-09,0.7591048424,0.677843881366233,0.840365803433767
AOI-0005,2014-06-10,0.6694277489,0.588166787866233,0.750688709933767
AOI-0005,2014-07-28,0.447685395,0.366424433966233,0.528946356033767
AOI-0005,2014-10-03,0.2341361567,0.15287519566623298,0.315397117733767
AOI-0005,2015-05-23,0.7349884322,0.653727471166233,0.816249393233767
AOI-0005,2015-06-10,0.7649985871,0.683737626066233,0.846259548133767
AOI-0005,2015-10-06,0.1949399285,0.11367896746623299,0.276200889533767
AOI-0005,2016-04-22,0.6463463189,0.565085357866233,0.7276072799337671
AOI-0005,2016-05-08,0.7681546994,0.686893738366233,0.849415660433767
AOI-0005,2016-09-13,0.3654408306,0.284179869566233,0.446701791633767
AOI-0005,2017-04-11,0.1635730501,0.082312089066233,0.24483401113376702
AOI-0005,2017-04-23,0.5488248497,0.467563888666233,0.630085810733767
AOI-0005,2017-04-26,0.3805848076,0.299323846566233,0.46184576863376703
