anon_polygon_id,date,crop_type,ndvi_harmonized,is_observed,quality,selected_source,primary_ndvi_raw,expected_ndvi,climatology_scale,reference_years,reference_level,q10,q25,q50,q75,q90,residual,robust_z,effective_z,multisensor_confirmation,source_switch_risk,confidence,candidate
TOY-FIELD,2020-04-01,wheat,0.5,True,1.0,s2,0.5,0.5133729372800784,0.04,5,polygon,0.5069729372800784,0.5093729372800784,0.5133729372800784,0.5173729372800784,0.5185729372800784,-0.013372937280078379,-0.33432343200195946,-0.33432343200195946,False,False,1.0,False
TOY-FIELD,2020-04-03,wheat,0.5053560040813748,True,1.0,s2,0.5053560040813748,0.5160406973091448,0.04,5,polygon,0.5096406973091449,0.5120406973091448,0.5160406973091448,0.5200406973091448,0.5212406973091448,-0.010684693227769992,-0.2671173306942498,-0.2671173306942498,False,False,1.0,False
TOY-FIELD,2020-04-05,wheat,0.5107051772510118,True,1.0,s2,0.5107051772510118,0.5186982283889922,0.04,5,polygon,0.5122982283889922,0.5146982283889922,0.5186982283889922,0.5226982283889922,0.5238982283889921,-0.007993051137980323,-0.19982627844950807,-0.19982627844950807,False,False,1.0,False
TOY-FIELD,2020-04-07,wheat,0.5160406973091448,True,1.0,s2,0.5160406973091448,0.5213557594688395,0.04,5,polygon,0.5149557594688395,0.5173557594688395,0.5213557594688395,0.5253557594688395,0.5265557594688395,-0.005315062159694683,-0.13287655399236709,-0.13287655399236709,False,False,1.0,False
TOY-FIELD,2020-04-09,wheat,0.5213557594688395,True,1.0,s2,0.5213557594688395,0.523999672251743,0.04,5,polygon,0.5175996722517431,0.519999672251743,0.523999672251743,0.527999672251743,0.529199672251743,-0.002643912782903546,-0.06609781957258865,-0.06609781957258865,False,False,1.0,False
TOY-FIELD,2020-04-11,wheat,0.5266435850346467,True,1.0,s2,0.5266435850346467,0.5266435850346467,0.04,5,polygon,0.5202435850346467,0.5226435850346467,0.5266435850346467,0.5306435850346467,0.5318435850346467,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-04-13,wheat,0.5318974300479776,True,1.0,s2,0.5318974300479776,0.5318974300479776,0.04,5,polygon,0.5254974300479777,0.5278974300479776,0.5318974300479776,0.5358974300479776,0.5370974300479776,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-04-15,wheat,0.5371105938881784,True,1.0,s2,0.5371105938881784,0.5371105938881784,0.04,5,polygon,0.5307105938881784,0.5331105938881784,0.5371105938881784,0.5411105938881784,0.5423105938881784,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-04-17,wheat,0.5422764278183315,True,1.0,s2,0.5422764278183315,0.5422764278183315,0.04,5,polygon,0.5358764278183316,0.5382764278183315,0.5422764278183315,0.5462764278183315,0.5474764278183315,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-04-19,wheat,0.5473883434648857,True,1.0,s2,0.5473883434648857,0.5473883434648857,0.04,5,polygon,0.5409883434648858,0.5433883434648857,0.5473883434648857,0.5513883434648857,0.5525883434648857,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-04-21,wheat,0.5524398212203013,True,1.0,s2,0.5524398212203013,0.5524398212203013,0.04,5,polygon,0.5460398212203014,0.5484398212203013,0.5524398212203013,0.5564398212203013,0.5576398212203013,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-04-23,wheat,0.5574244185579915,True,1.0,s2,0.5574244185579915,0.5574244185579915,0.04,5,polygon,0.5510244185579916,0.5534244185579915,0.5574244185579915,0.5614244185579915,0.5626244185579915,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-04-25,wheat,0.5623357782489578,True,1.0,s2,0.5623357782489578,0.5623357782489578,0.04,5,polygon,0.5559357782489578,0.5583357782489577,0.5623357782489578,0.5663357782489578,0.5675357782489577,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-04-27,wheat,0.5671676364696385,True,1.0,s2,0.5671676364696385,0.5671676364696385,0.04,5,polygon,0.5607676364696386,0.5631676364696385,0.5671676364696385,0.5711676364696385,0.5723676364696385,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-04-29,wheat,0.5719138307906304,True,1.0,s2,0.5719138307906304,0.5719138307906304,0.04,5,polygon,0.5655138307906304,0.5679138307906304,0.5719138307906304,0.5759138307906304,0.5771138307906304,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-01,wheat,0.5765683080360949,True,1.0,s2,0.5765683080360949,0.5765683080360949,0.04,5,polygon,0.570168308036095,0.5725683080360949,0.5765683080360949,0.5805683080360949,0.5817683080360949,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-03,wheat,0.5811251320038248,True,1.0,s2,0.5811251320038248,0.5811251320038248,0.04,5,polygon,0.5747251320038248,0.5771251320038248,0.5811251320038248,0.5851251320038248,0.5863251320038247,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-05,wheat,0.585578491036126,True,1.0,s2,0.585578491036126,0.585578491036126,0.04,5,polygon,0.5791784910361261,0.581578491036126,0.585578491036126,0.589578491036126,0.590778491036126,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-07,wheat,0.5899227054318589,True,1.0,s2,0.5899227054318589,0.5899227054318589,0.04,5,polygon,0.5835227054318589,0.5859227054318589,0.5899227054318589,0.5939227054318589,0.5951227054318589,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-09,wheat,0.5941522346901842,True,1.0,s2,0.5941522346901842,0.5941522346901842,0.04,5,polygon,0.5877522346901842,0.5901522346901842,0.5941522346901842,0.5981522346901842,0.5993522346901842,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-11,wheat,0.5982616845767778,True,1.0,s2,0.5982616845767778,0.5982616845767778,0.04,5,polygon,0.5918616845767778,0.5942616845767777,0.5982616845767778,0.6022616845767778,0.6034616845767777,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-13,wheat,0.6022458140035001,True,1.0,s2,0.6022458140035001,0.6022458140035001,0.04,5,polygon,0.5958458140035001,0.5982458140035001,0.6022458140035001,0.6062458140035001,0.6074458140035001,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-15,wheat,0.6060995417127472,True,1.0,s2,0.6060995417127472,0.6060995417127472,0.04,5,polygon,0.5996995417127472,0.6020995417127472,0.6060995417127472,0.6100995417127472,0.6112995417127471,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-17,wheat,0.6098179527579574,True,1.0,s2,0.6098179527579574,0.6098179527579574,0.04,5,polygon,0.6034179527579574,0.6058179527579574,0.6098179527579574,0.6138179527579574,0.6150179527579573,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-19,wheat,0.6133963047720099,True,1.0,s2,0.6133963047720099,0.6133963047720099,0.04,5,polygon,0.6069963047720099,0.6093963047720099,0.6133963047720099,0.6173963047720099,0.6185963047720099,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-21,wheat,0.6168300340155193,True,1.0,s2,0.6168300340155193,0.6168300340155193,0.04,5,polygon,0.6104300340155193,0.6128300340155193,0.6168300340155193,0.6208300340155193,0.6220300340155193,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-23,wheat,0.6201147611973129,True,1.0,s2,0.6201147611973129,0.6201147611973129,0.04,5,polygon,0.6137147611973129,0.6161147611973129,0.6201147611973129,0.6241147611973129,0.6253147611973129,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-25,wheat,0.623246297059668,True,1.0,s2,0.623246297059668,0.623246297059668,0.04,5,polygon,0.6168462970596681,0.619246297059668,0.623246297059668,0.6272462970596681,0.628446297059668,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-27,wheat,0.6262206477211845,True,1.0,s2,0.6262206477211845,0.6262206477211845,0.04,5,polygon,0.6198206477211845,0.6222206477211845,0.6262206477211845,0.6302206477211845,0.6314206477211844,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-29,wheat,0.62903401977048,True,1.0,s2,0.62903401977048,0.62903401977048,0.04,5,polygon,0.62263401977048,0.62503401977048,0.62903401977048,0.63303401977048,0.63423401977048,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-05-31,wheat,0.18168282510421058,True,1.0,s2,0.6316828251042106,0.6316828251042106,0.04,5,polygon,0.6252828251042106,0.6276828251042106,0.6316828251042106,0.6356828251042106,0.6368828251042106,-0.45,-11.25,-11.25,False,False,1.0,True
TOY-FIELD,2020-06-02,wheat,0.6341636855032468,True,1.0,s2,0.6341636855032468,0.6341636855032468,0.04,5,polygon,0.6277636855032468,0.6301636855032468,0.6341636855032468,0.6381636855032468,0.6393636855032467,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-06-04,wheat,0.6364734369411686,True,1.0,s2,0.6364734369411686,0.6364734369411686,0.04,5,polygon,0.6300734369411687,0.6324734369411686,0.6364734369411686,0.6404734369411687,0.6416734369411686,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-06-06,wheat,0.6386091336195843,True,1.0,s2,0.6386091336195843,0.6386091336195843,0.04,5,polygon,0.6322091336195843,0.6346091336195843,0.6386091336195843,0.6426091336195843,0.6438091336195843,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-06-08,wheat,0.6405680517251271,True,1.0,s2,0.6405680517251271,0.6405680517251271,0.04,5,polygon,0.6341680517251271,0.6365680517251271,0.6405680517251271,0.6445680517251271,0.6457680517251271,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-06-10,wheat,0.6423476929033379,True,1.0,s2,0.6423476929033379,0.6423476929033379,0.04,5,polygon,0.635947692903338,0.6383476929033379,0.6423476929033379,0.6463476929033379,0.6475476929033379,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-06-12,wheat,0.6439457874450027,True,1.0,s2,0.6439457874450027,0.6439457874450027,0.04,5,polygon,0.6375457874450028,0.6399457874450027,0.6439457874450027,0.6479457874450028,0.6491457874450027,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-06-14,wheat,0.6453602971808825,True,1.0,s2,0.6453602971808825,0.6453602971808825,0.04,5,polygon,0.6389602971808825,0.6413602971808825,0.6453602971808825,0.6493602971808825,0.6505602971808825,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-06-16,wheat,0.6465894180811425,True,1.0,s2,0.6465894180811425,0.6465894180811425,0.04,5,polygon,0.6401894180811425,0.6425894180811424,0.6465894180811425,0.6505894180811425,0.6517894180811424,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-06-18,wheat,0.647631582556166,True,1.0,s2,0.647631582556166,0.647631582556166,0.04,5,polygon,0.6412315825561661,0.643631582556166,0.647631582556166,0.651631582556166,0.652831582556166,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-06-20,wheat,0.6484854614558186,True,1.0,s2,0.6484854614558186,0.6484854614558186,0.04,5,polygon,0.6420854614558187,0.6444854614558186,0.6484854614558186,0.6524854614558186,0.6536854614558186,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-06-22,wheat,0.6491499657646123,True,1.0,s2,0.6491499657646123,0.6491499657646123,0.04,5,polygon,0.6427499657646123,0.6451499657646123,0.6491499657646123,0.6531499657646123,0.6543499657646122,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-06-24,wheat,0.6496242479906081,True,1.0,s2,0.6496242479906081,0.6491499657646123,0.04,5,polygon,0.6427499657646123,0.6451499657646123,0.6491499657646123,0.6531499657646123,0.6543499657646122,0.0004742822259958812,0.01185705564989703,0.01185705564989703,False,False,1.0,False
TOY-FIELD,2020-06-26,wheat,0.6499077032462868,True,1.0,s2,0.6499077032462868,0.6491499657646123,0.04,5,polygon,0.6427499657646123,0.6451499657646123,0.6491499657646123,0.6531499657646123,0.6543499657646122,0.0007577374816745142,0.018943437041862854,0.018943437041862854,False,False,1.0,False
TOY-FIELD,2020-06-28,wheat,0.6499999700200052,True,1.0,s2,0.6499999700200052,0.6491499657646123,0.04,5,polygon,0.6427499657646123,0.6451499657646123,0.6491499657646123,0.6531499657646123,0.6543499657646122,0.0008500042553929443,0.021250106384823608,0.021250106384823608,False,False,1.0,False
TOY-FIELD,2020-06-30,wheat,0.6499009306370611,True,1.0,s2,0.6499009306370611,0.6491499657646123,0.04,5,polygon,0.6427499657646123,0.6451499657646123,0.6491499657646123,0.6531499657646123,0.6543499657646122,0.000750964872448856,0.0187741218112214,0.0187741218112214,False,False,1.0,False
TOY-FIELD,2020-07-02,wheat,0.649610711409771,True,1.0,s2,0.649610711409771,0.6491499657646123,0.04,5,polygon,0.6427499657646123,0.6451499657646123,0.6491499657646123,0.6531499657646123,0.6543499657646122,0.0004607456451587444,0.01151864112896861,0.01151864112896861,False,False,1.0,False
TOY-FIELD,2020-07-04,wheat,0.6491296824763753,True,1.0,s2,0.6491296824763753,0.6491296824763753,0.04,5,polygon,0.6427296824763753,0.6451296824763753,0.6491296824763753,0.6531296824763753,0.6543296824763752,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-06,wheat,0.6484584573289732,True,1.0,s2,0.6484584573289732,0.6484584573289732,0.04,5,polygon,0.6420584573289733,0.6444584573289732,0.6484584573289732,0.6524584573289732,0.6536584573289732,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-08,wheat,0.6475978920310905,True,1.0,s2,0.6475978920310905,0.6475978920310905,0.04,5,polygon,0.6411978920310906,0.6435978920310905,0.6475978920310905,0.6515978920310905,0.6527978920310905,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-10,wheat,0.646549084125878,True,1.0,s2,0.646549084125878,0.646549084125878,0.04,5,polygon,0.640149084125878,0.642549084125878,0.646549084125878,0.650549084125878,0.651749084125878,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-12,wheat,0.6453133712363323,True,1.0,s2,0.6453133712363323,0.6453133712363323,0.04,5,polygon,0.6389133712363323,0.6413133712363323,0.6453133712363323,0.6493133712363323,0.6505133712363322,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-14,wheat,0.643892329359326,True,1.0,s2,0.643892329359326,0.643892329359326,0.04,5,polygon,0.6374923293593261,0.639892329359326,0.643892329359326,0.6478923293593261,0.649092329359326,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-16,wheat,0.6422877708556213,True,1.0,s2,0.6422877708556213,0.6422877708556213,0.04,5,polygon,0.6358877708556213,0.6382877708556213,0.6422877708556213,0.6462877708556213,0.6474877708556213,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-18,wheat,0.64050174213843,True,1.0,s2,0.64050174213843,0.64050174213843,0.04,5,polygon,0.6341017421384301,0.63650174213843,0.64050174213843,0.64450174213843,0.64570174213843,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-20,wheat,0.6385365210634715,True,1.0,s2,0.6385365210634715,0.6385365210634715,0.04,5,polygon,0.6321365210634715,0.6345365210634715,0.6385365210634715,0.6425365210634715,0.6437365210634715,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-22,wheat,0.6363946140238522,True,1.0,s2,0.6363946140238522,0.6363946140238522,0.04,5,polygon,0.6299946140238523,0.6323946140238522,0.6363946140238522,0.6403946140238522,0.6415946140238522,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-24,wheat,0.6340787527534761,True,1.0,s2,0.6340787527534761,0.6340787527534761,0.04,5,polygon,0.6276787527534762,0.6300787527534761,0.6340787527534761,0.6380787527534761,0.6392787527534761,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-26,wheat,0.63159189084306,True,1.0,s2,0.63159189084306,0.63159189084306,0.04,5,polygon,0.62519189084306,0.62759189084306,0.63159189084306,0.63559189084306,0.63679189084306,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-28,wheat,0.6289371999731995,True,1.0,s2,0.6289371999731995,0.6289371999731995,0.04,5,polygon,0.6225371999731996,0.6249371999731995,0.6289371999731995,0.6329371999731995,0.6341371999731995,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-07-30,wheat,0.6261180658692875,True,1.0,s2,0.6261180658692875,0.6261180658692875,0.04,5,polygon,0.6197180658692876,0.6221180658692875,0.6261180658692875,0.6301180658692875,0.6313180658692875,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-08-01,wheat,0.6231380839834463,True,1.0,s2,0.6231380839834463,0.6231380839834463,0.04,5,polygon,0.6167380839834463,0.6191380839834463,0.6231380839834463,0.6271380839834463,0.6283380839834463,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-08-03,wheat,0.6200010549089786,True,1.0,s2,0.6200010549089786,0.6200010549089786,0.04,5,polygon,0.6136010549089786,0.6160010549089786,0.6200010549089786,0.6240010549089786,0.6252010549089786,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-08-05,wheat,0.6167109795331882,True,1.0,s2,0.6167109795331882,0.6167109795331882,0.04,5,polygon,0.6103109795331882,0.6127109795331882,0.6167109795331882,0.6207109795331882,0.6219109795331882,0.0,0.0,0.0,False,False,1.0,False
